Id,LotArea,Utilities,LotConfig,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Foundation,BsmtExposure,TotalBsmtSF,Heating,CentralAir,LowQualFinSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,Fence,YrSold,SalePrice
327,10846,AllPub,CulDSac,TwnhsE,1Story,8,1993,1993,PConc,Gd,1719,GasA,Y,0,1,1,1,1,6,2,Attchd,2,Y,0,NA,2008,324000
328,11600,AllPub,Inside,1Fam,1Story,6,1960,1960,CBlock,No,1383,GasA,Y,0,1,1,3,1,7,0,Attchd,1,Y,0,NA,2006,145250
329,11888,AllPub,Inside,1Fam,2.5Unf,6,1916,1994,BrkTil,No,844,GasA,N,0,2,0,5,1,10,0,Detchd,2,Y,0,NA,2009,214500
330,6402,AllPub,Corner,1Fam,2Story,5,1920,1950,PConc,Mn,596,GasA,N,0,1,0,3,1,6,0,Detchd,1,N,0,GdWo,2009,78000
331,10624,AllPub,Inside,Duplex,1Story,5,1964,1964,CBlock,No,1728,GasA,Y,0,2,0,6,2,10,0,Detchd,1,Y,0,NA,2007,119000
332,8176,AllPub,Inside,1Fam,1Story,5,1958,1992,CBlock,No,1056,GasA,Y,0,1,0,3,1,6,0,Attchd,1,Y,0,NA,2007,139000
333,10655,AllPub,Inside,1Fam,1Story,8,2003,2004,PConc,No,3206,GasA,Y,0,2,0,3,1,7,1,Attchd,3,Y,0,NA,2009,284000
334,8198,AllPub,FR3,TwnhsE,1Story,7,2004,2004,PConc,Av,1358,GasA,Y,0,2,0,2,1,6,1,Attchd,2,Y,0,NA,2008,207000
335,9042,AllPub,Inside,1Fam,2Story,6,1998,1998,PConc,Gd,943,GasA,Y,0,2,1,3,1,7,2,Attchd,2,Y,0,NA,2008,192000
336,164660,AllPub,Corner,2fmCon,1.5Fin,5,1965,1965,CBlock,Gd,1499,GasA,Y,0,2,0,3,1,7,2,Attchd,2,Y,0,NA,2008,228950
337,14157,AllPub,Corner,1Fam,1Story,9,2005,2006,PConc,Gd,1922,GasA,Y,0,2,0,3,1,8,1,Attchd,3,Y,0,NA,2007,377426
338,9135,AllPub,Inside,1Fam,1Story,7,2002,2003,PConc,Av,1536,GasA,Y,0,2,0,3,1,7,0,Attchd,2,Y,0,NA,2008,214000
339,14145,AllPub,Corner,1Fam,1Story,7,1984,1998,CBlock,Mn,1208,GasA,Y,0,2,0,3,1,8,0,Attchd,2,Y,0,NA,2006,202500
340,12400,AllPub,Inside,1Fam,1Story,6,1958,1998,CBlock,No,1215,GasA,Y,0,1,0,3,1,6,0,Attchd,1,Y,0,NA,2009,155000
341,14191,AllPub,Inside,1Fam,2Story,8,2002,2002,PConc,No,967,GasA,Y,0,2,1,4,1,9,0,Attchd,2,Y,0,NA,2010,202900
342,8400,AllPub,Inside,1Fam,1Story,4,1950,1950,CBlock,No,721,GasA,Y,0,1,0,2,1,4,0,CarPort,1,N,0,NA,2009,82000
343,8544,AllPub,Inside,Duplex,1Story,3,1949,1950,Slab,NA,0,Wall,N,0,2,0,2,2,6,0,Detchd,2,Y,0,NA,2006,87500
344,8849,AllPub,Inside,TwnhsE,1Story,9,2005,2005,PConc,No,1684,GasA,Y,0,2,0,2,1,6,1,Attchd,2,Y,0,NA,2008,266000
345,2592,AllPub,Inside,TwnhsE,2Story,5,1976,1976,CBlock,No,536,GasA,Y,0,1,1,3,1,4,0,Attchd,1,Y,0,NA,2010,85000
346,6435,AllPub,Inside,1Fam,1.5Fin,6,1939,1950,BrkTil,No,972,GasA,Y,0,1,0,3,1,6,1,Detchd,1,Y,0,NA,2006,140200
347,12772,AllPub,CulDSac,1Fam,1Story,6,1960,1998,CBlock,Mn,958,GasA,Y,0,1,0,2,1,5,0,Attchd,1,Y,0,NA,2007,151500
348,17600,AllPub,Inside,1Fam,1Story,6,1960,1960,CBlock,No,1478,GasA,Y,0,2,0,3,1,6,2,Attchd,2,Y,0,NA,2009,157500
349,2448,AllPub,Inside,Twnhs,2Story,7,2003,2004,PConc,No,764,GasA,Y,0,2,1,2,1,6,0,BuiltIn,2,Y,0,NA,2008,154000
350,20431,AllPub,Inside,1Fam,2Story,9,2005,2006,PConc,No,1848,GasA,Y,0,2,1,4,1,10,2,Attchd,3,Y,0,NA,2006,437154
351,7820,AllPub,Inside,TwnhsE,1Story,9,2007,2007,PConc,No,1869,GasA,Y,0,2,0,2,1,6,1,Attchd,2,Y,0,NA,2007,318061
352,5271,AllPub,Inside,1Fam,1Story,7,1986,1986,PConc,Gd,1453,GasA,Y,0,1,1,2,1,6,1,Attchd,2,Y,0,NA,2006,190000
353,9084,AllPub,Inside,1Fam,1.5Fin,5,1941,1950,CBlock,Mn,616,GasA,N,0,1,0,3,1,5,0,Detchd,1,Y,0,NA,2008,95000
354,8520,AllPub,Inside,1Fam,1Story,6,1928,2003,BrkTil,No,624,GasA,Y,0,1,0,2,1,5,0,Detchd,2,Y,0,NA,2010,105900
355,8400,AllPub,Inside,1Fam,1.5Fin,6,1940,2000,CBlock,No,940,GasA,Y,0,1,0,2,1,6,2,Attchd,1,Y,0,NA,2006,140000
356,11249,AllPub,Inside,1Fam,1Story,6,1995,1995,PConc,No,1200,GasA,Y,0,2,0,3,1,6,0,Attchd,2,Y,0,NA,2007,177500
357,9248,AllPub,Inside,1Fam,1Story,6,1992,1992,PConc,No,1158,GasA,Y,0,2,0,3,1,6,0,Attchd,2,Y,0,NA,2009,173000
358,4224,AllPub,Inside,TwnhsE,1Story,5,1976,1976,PConc,No,1142,GasA,Y,0,1,1,3,1,6,1,Attchd,2,Y,0,MnPrv,2007,134000
359,6930,AllPub,Inside,1Fam,SLvl,5,1958,1958,CBlock,Av,1062,GasA,Y,0,1,0,3,1,6,0,BuiltIn,1,Y,0,NA,2006,130000
360,12011,AllPub,CulDSac,1Fam,2Story,8,1998,1998,PConc,Av,1086,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2006,280000
361,7540,AllPub,CulDSac,1Fam,SFoyer,6,1978,1978,CBlock,Av,888,GasA,Y,0,1,0,2,1,5,1,Attchd,2,Y,0,MnPrv,2007,156000
362,9144,AllPub,Inside,1Fam,1.5Fin,5,1940,1982,CBlock,No,883,GasA,Y,0,1,0,3,1,8,0,Detchd,1,N,0,NA,2008,145000
363,7301,AllPub,Corner,1Fam,SFoyer,7,2003,2003,Slab,NA,0,GasA,Y,0,3,0,4,1,7,1,BuiltIn,2,Y,0,NA,2009,198500
364,1680,AllPub,Inside,Twnhs,2Story,6,1972,2007,CBlock,No,483,GasA,Y,0,1,1,2,1,5,0,Detchd,1,Y,0,NA,2009,118000
365,18800,AllPub,FR2,1Fam,2Story,6,1976,1976,PConc,Mn,796,GasA,Y,0,2,1,3,1,6,1,Attchd,2,Y,0,NA,2006,190000
366,10690,AllPub,Inside,1Fam,2Story,5,1920,1997,CBlock,No,672,GasA,Y,0,1,0,3,1,6,0,Detchd,1,Y,0,NA,2009,147000
367,9500,AllPub,Inside,1Fam,1Story,6,1963,1963,CBlock,No,1394,GasA,Y,0,1,1,3,1,6,2,Attchd,2,Y,0,NA,2009,159000
368,9150,AllPub,Corner,1Fam,SLvl,6,1962,1962,CBlock,Gd,1099,GasA,Y,0,1,0,3,1,6,1,Basment,1,Y,0,NA,2008,165000
369,7800,AllPub,Inside,1Fam,1Story,5,1954,1954,PConc,No,1268,GasA,Y,0,1,0,2,1,7,1,Attchd,1,Y,0,NA,2010,132000
370,9830,AllPub,Corner,1Fam,1Story,5,1959,2006,CBlock,No,1063,GasA,Y,0,1,0,3,1,7,1,Detchd,2,Y,0,NA,2010,162000
371,8121,AllPub,Inside,1Fam,2Story,6,2000,2000,PConc,No,953,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2006,172400
372,17120,AllPub,Inside,1Fam,1.5Fin,4,1959,1959,CBlock,NA,0,GasA,Y,0,2,0,4,1,7,1,Detchd,2,N,0,NA,2008,134432
373,7175,AllPub,Inside,TwnhsE,1Story,6,1984,1984,CBlock,No,744,GasA,Y,0,1,0,2,1,4,0,Attchd,1,Y,0,MnPrv,2010,125000
374,10634,AllPub,Inside,1Fam,1Story,5,1953,1953,PConc,No,608,GasA,Y,0,1,0,3,1,5,0,Attchd,1,Y,0,GdWo,2009,123000
375,8200,AllPub,Inside,1Fam,2Story,7,2003,2004,PConc,No,847,GasA,Y,0,2,1,4,1,8,1,BuiltIn,2,Y,0,NA,2007,219500
376,10020,AllPub,Inside,1Fam,1Story,1,1922,1950,BrkTil,Gd,683,GasA,N,0,0,1,1,1,4,0,NA,0,Y,0,NA,2009,61000
377,8846,AllPub,CulDSac,1Fam,SFoyer,5,1996,1996,PConc,Av,870,GasA,Y,0,1,0,2,1,5,0,Detchd,2,Y,0,NA,2006,148000
378,11143,AllPub,Corner,1Fam,2Story,8,2004,2005,PConc,No,1580,GasA,Y,0,3,0,4,1,8,1,Attchd,2,Y,0,NA,2007,340000
379,11394,AllPub,Corner,1Fam,1Story,9,2010,2010,PConc,Av,1856,GasA,Y,0,1,1,1,1,8,1,Attchd,3,Y,0,NA,2010,394432
380,8123,AllPub,Inside,1Fam,2Story,6,2000,2000,PConc,No,982,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2009,179000
381,5000,AllPub,Inside,1Fam,1.5Fin,5,1924,1950,BrkTil,No,1026,GasA,Y,0,2,0,3,1,6,1,Detchd,1,Y,0,NA,2010,127000
382,7200,AllPub,Inside,1Fam,1Story,7,2006,2006,PConc,No,1293,GasA,Y,0,2,0,2,1,5,1,Attchd,2,Y,0,NA,2006,187750
383,9245,AllPub,Inside,1Fam,2Story,7,2006,2006,PConc,Av,939,GasA,Y,0,2,1,3,1,8,0,Attchd,2,Y,0,NA,2007,213500
384,9000,AllPub,Corner,1Fam,1.5Unf,6,1928,1950,BrkTil,No,784,GasA,N,0,1,0,2,1,5,0,Detchd,2,N,0,NA,2009,76000
385,53107,AllPub,Corner,1Fam,2Story,6,1992,1992,PConc,Av,1580,GasA,Y,0,2,1,3,1,9,2,Attchd,2,Y,0,NA,2007,240000
386,3182,AllPub,Inside,TwnhsE,1Story,8,2004,2005,PConc,No,1256,GasA,Y,0,2,0,2,1,6,1,Attchd,2,Y,0,NA,2010,192000
387,8410,AllPub,FR2,1Fam,1.5Fin,5,1910,1996,PConc,No,658,GasA,Y,0,1,0,5,1,8,0,NA,0,N,0,NA,2006,81000
388,7200,AllPub,Inside,1Fam,SLvl,6,1976,1976,CBlock,Av,1041,GasA,Y,0,1,0,3,1,6,1,Detchd,1,Y,0,GdWo,2009,125000
389,9382,AllPub,CulDSac,1Fam,1Story,7,1999,2000,PConc,No,1468,GasA,Y,0,2,0,3,1,6,0,Attchd,2,Y,0,NA,2008,191000
390,12474,AllPub,Inside,1Fam,2Story,10,2007,2008,PConc,Av,1682,GasA,Y,0,2,1,3,1,9,1,BuiltIn,3,Y,0,NA,2008,426000
391,8405,AllPub,Inside,1Fam,1.5Fin,5,1900,1950,BrkTil,No,861,GasA,Y,0,1,0,4,1,7,0,Detchd,1,Y,0,MnPrv,2008,119000
392,12209,AllPub,CulDSac,1Fam,2Story,6,2001,2002,PConc,No,804,GasA,Y,0,2,1,3,1,7,1,BuiltIn,2,Y,0,NA,2009,215000
393,8339,AllPub,Inside,1Fam,1Story,5,1959,1959,Slab,NA,0,GasA,Y,0,1,0,3,1,5,0,Attchd,1,Y,0,MnPrv,2007,106500
394,7446,AllPub,Corner,1Fam,1Story,4,1941,1950,CBlock,No,788,GasA,Y,0,1,0,2,1,4,2,NA,0,Y,0,GdWo,2006,100000
395,10134,AllPub,Inside,1Fam,1.5Fin,5,1940,1950,CBlock,No,735,GasA,Y,0,1,0,2,1,5,0,Detchd,1,Y,0,NA,2007,109000
396,9571,AllPub,Inside,1Fam,1Story,5,1956,1956,CBlock,Av,1144,GasA,Y,0,1,0,3,1,6,0,Attchd,1,Y,0,NA,2010,129000
397,7200,AllPub,Inside,1Fam,1Story,5,1972,1972,CBlock,Av,894,GasA,Y,0,1,0,2,1,6,0,Detchd,2,Y,0,NA,2009,123000
398,7590,AllPub,Inside,1Fam,2Story,5,1962,1962,CBlock,No,864,GasA,Y,0,2,0,4,1,8,1,Attchd,1,Y,0,NA,2007,169500
399,8967,AllPub,Corner,1Fam,1Story,5,1920,1950,BrkTil,No,961,GasA,Y,0,1,0,2,1,6,0,Detchd,1,N,0,NA,2007,67000
400,8125,AllPub,Inside,1Fam,2Story,7,2006,2007,PConc,No,1092,GasA,Y,0,2,0,2,1,7,0,Attchd,2,Y,0,NA,2009,241000
401,14963,AllPub,Inside,TwnhsE,1Story,8,1996,1996,PConc,No,1260,GasA,Y,0,1,1,1,1,4,2,Attchd,2,Y,0,NA,2008,245500
402,8767,AllPub,Inside,1Fam,1Story,7,2005,2005,PConc,Av,1310,GasA,Y,0,2,0,3,1,6,1,Attchd,2,Y,0,NA,2006,164990
403,10200,AllPub,Inside,1Fam,1Story,5,1940,1997,PConc,No,672,GasA,Y,0,1,0,2,1,4,0,Detchd,1,N,0,GdPrv,2008,108000
404,12090,AllPub,Corner,1Fam,2Story,8,1998,1998,PConc,No,1141,GasA,Y,0,2,1,4,1,10,1,BuiltIn,2,Y,0,NA,2006,258000
405,10364,AllPub,Inside,1Fam,2Story,6,1995,1996,PConc,No,806,GasA,Y,0,2,1,3,1,7,1,BuiltIn,2,Y,0,NA,2007,168000
406,9991,AllPub,Corner,1Fam,1Story,4,1976,1993,CBlock,No,1281,GasA,Y,0,2,0,3,1,8,1,Attchd,2,Y,0,GdWo,2009,150000
407,10480,AllPub,Inside,1Fam,1.5Fin,6,1936,1950,BrkTil,No,1064,GasA,Y,473,1,0,3,1,6,0,Detchd,1,Y,0,NA,2008,115000
408,15576,AllPub,Inside,1Fam,2Story,6,1915,1976,BrkTil,No,840,GasA,Y,0,2,0,4,1,8,0,Attchd,1,Y,0,NA,2008,177000
409,14154,AllPub,Corner,1Fam,2Story,7,2006,2006,PConc,No,1063,GasA,Y,0,2,1,3,1,9,1,Attchd,3,Y,0,NA,2007,280000
410,10800,AllPub,Inside,1Fam,2Story,8,2007,2008,PConc,No,1034,GasA,Y,0,2,1,3,1,8,1,Attchd,3,Y,0,NA,2008,339750
411,9571,AllPub,Inside,1Fam,1Story,5,1958,1958,CBlock,No,1276,GasA,Y,0,1,0,3,1,5,0,Attchd,1,Y,0,NA,2009,60000
412,34650,AllPub,Inside,2fmCon,1Story,5,1955,1955,CBlock,Mn,1056,GasA,N,0,1,0,3,1,5,0,Attchd,2,Y,0,NA,2006,145000
413,4403,AllPub,Inside,1Fam,1Story,7,2009,2009,PConc,Av,1470,GasA,Y,0,2,1,2,1,7,1,Attchd,2,Y,0,NA,2010,222000
414,8960,AllPub,Inside,1Fam,1Story,5,1927,1950,CBlock,No,1008,GasA,Y,0,1,0,2,1,5,1,Detchd,2,Y,0,NA,2010,115000
415,11228,AllPub,CulDSac,1Fam,2Story,7,1993,1993,PConc,No,1080,GasA,Y,0,2,1,3,1,9,1,Attchd,3,Y,0,NA,2008,228000
416,8899,AllPub,Inside,1Fam,1Story,7,2007,2007,PConc,Av,1340,GasA,Y,0,2,0,3,1,6,0,Attchd,2,Y,0,NA,2007,181134
417,7844,AllPub,Inside,1Fam,2Story,6,1978,1978,CBlock,No,672,GasA,Y,0,1,1,3,1,6,1,Attchd,2,Y,0,NA,2006,149500
418,22420,AllPub,Inside,1Fam,2Story,6,1918,1950,BrkTil,No,1370,GasW,N,0,2,1,4,1,10,1,Detchd,3,N,0,NA,2007,239000
419,8160,AllPub,Inside,1Fam,1.5Fin,5,1940,1950,BrkTil,No,756,GasA,N,0,1,1,3,1,7,0,Detchd,1,P,0,NA,2007,126000
420,8450,AllPub,Inside,1Fam,1Story,5,1968,1968,CBlock,No,1056,GasA,Y,0,1,0,3,1,6,1,Attchd,1,Y,0,NA,2010,142000
421,7060,AllPub,Inside,Duplex,SFoyer,7,1997,1998,PConc,Gd,1344,GasA,Y,0,2,0,2,2,8,0,Attchd,4,Y,0,NA,2008,206300
422,16635,AllPub,FR2,1Fam,1Story,6,1977,2000,CBlock,No,1602,GasA,Y,0,2,0,3,1,8,1,Attchd,2,Y,0,NA,2009,215000
423,21750,AllPub,Inside,1Fam,1Story,5,1954,1954,CBlock,No,988,GasA,Y,0,1,0,2,1,4,0,Attchd,2,N,0,NA,2008,113000
424,9200,AllPub,Inside,1Fam,2Story,8,1998,1998,PConc,No,1470,GasA,Y,0,2,1,4,1,8,1,Attchd,3,Y,0,NA,2008,315000
425,9000,AllPub,Inside,1Fam,1Story,6,1956,1956,CBlock,No,1196,GasA,Y,0,1,0,2,1,6,1,Attchd,1,Y,0,NA,2008,139000
426,3378,AllPub,Inside,1Fam,2Story,7,1946,1992,CBlock,No,651,GasA,Y,0,1,1,3,1,6,2,Detchd,1,P,0,NA,2009,135000
427,12800,AllPub,Inside,1Fam,SLvl,7,1989,1989,PConc,Gd,1518,GasA,Y,0,2,0,2,1,5,1,Attchd,2,Y,0,NA,2009,275000
428,8593,AllPub,Inside,1Fam,1Story,4,1957,1957,CBlock,No,907,GasA,Y,0,1,0,3,1,5,0,Detchd,1,Y,0,NA,2008,109008
429,6762,AllPub,Inside,1Fam,1Story,7,2007,2007,PConc,No,1208,GasA,Y,0,2,0,2,1,6,0,Attchd,2,Y,0,NA,2007,195400
430,11457,AllPub,Corner,1Fam,1Story,6,1988,1988,CBlock,Mn,1392,GasA,Y,0,2,0,3,1,6,1,Attchd,2,Y,0,NA,2009,175000
431,1680,AllPub,Inside,Twnhs,2Story,6,1971,1971,CBlock,No,483,GasA,Y,0,1,1,2,1,4,0,Detchd,1,Y,0,NA,2008,85400
432,5586,AllPub,Inside,1Fam,1.5Fin,6,1920,1998,BrkTil,No,901,GasA,Y,0,1,0,4,1,7,0,NA,0,N,0,MnPrv,2008,79900
433,1920,AllPub,Inside,TwnhsE,2Story,5,1971,1971,CBlock,No,765,GasA,Y,0,1,1,2,1,6,0,Detchd,2,Y,0,NA,2007,122500
434,10839,AllPub,Corner,1Fam,2Story,6,1997,1998,PConc,No,926,GasA,Y,0,2,1,3,1,7,1,Attchd,2,Y,0,NA,2008,181000
435,1890,AllPub,Inside,Twnhs,SFoyer,4,1972,1972,CBlock,Av,630,GasA,Y,0,1,0,1,1,3,0,NA,0,Y,0,NA,2008,81000
436,10667,AllPub,CulDSac,1Fam,2Story,7,1996,1996,PConc,Av,799,GasA,Y,0,2,1,3,1,6,1,Attchd,2,Y,0,NA,2009,212000
437,4400,AllPub,Inside,1Fam,1.5Fin,6,1920,1950,BrkTil,No,648,GasA,Y,0,1,0,2,1,6,0,Detchd,2,Y,0,NA,2006,116000
438,6000,AllPub,Inside,1Fam,1.5Unf,6,1926,2004,PConc,No,884,GasA,Y,0,1,0,2,1,4,0,Detchd,1,Y,0,NA,2009,119000
439,4280,AllPub,Inside,1Fam,1Story,5,1913,2002,PConc,No,440,GasA,N,0,1,0,2,1,4,1,Detchd,1,P,0,MnPrv,2007,90350
440,12354,AllPub,Corner,1Fam,1.5Fin,6,1920,2000,BrkTil,Mn,684,GasA,Y,0,1,0,3,1,7,0,Detchd,2,Y,0,GdPrv,2009,110000
441,15431,AllPub,Inside,1Fam,1Story,10,2008,2008,PConc,Gd,3094,GasA,Y,0,2,0,2,1,10,2,Attchd,3,Y,0,NA,2009,555000
442,12108,AllPub,Inside,Duplex,1Story,4,1955,1955,CBlock,No,1440,GasA,N,0,2,0,4,2,8,0,NA,0,Y,0,NA,2008,118000
443,6240,AllPub,Inside,1Fam,1.5Fin,5,1930,1992,PConc,No,1078,GasA,Y,0,2,0,3,1,8,1,Detchd,2,P,0,NA,2008,162900
444,3922,AllPub,Inside,TwnhsE,1Story,7,2006,2007,PConc,Av,1258,GasA,Y,0,2,0,2,1,6,1,Attchd,3,Y,0,NA,2007,172500
445,8750,AllPub,Inside,1Fam,2Story,7,1994,1995,PConc,No,915,GasA,Y,0,2,1,4,1,8,1,Attchd,2,Y,0,NA,2008,210000
446,9855,AllPub,Corner,1Fam,1Story,6,1956,1956,CBlock,No,1436,GasA,Y,0,1,0,3,1,7,1,Attchd,2,Y,0,MnPrv,2009,127500
447,16492,AllPub,Corner,1Fam,1Story,6,1966,2002,CBlock,No,1517,GasA,Y,0,2,1,2,1,6,1,Attchd,2,Y,0,NA,2010,190000
448,11214,AllPub,Corner,1Fam,2Story,7,1998,1999,PConc,No,930,GasA,Y,0,2,1,4,1,10,1,Attchd,2,Y,0,NA,2006,199900
449,8600,AllPub,Inside,1Fam,1.5Fin,6,1937,1950,BrkTil,No,780,GasA,Y,0,2,0,3,1,7,1,Detchd,1,N,0,NA,2006,119500
450,6000,AllPub,Inside,1Fam,1.5Fin,3,1948,2002,CBlock,No,649,GasA,Y,0,1,1,2,1,6,0,Detchd,1,Y,0,NA,2007,120000
451,5684,AllPub,Inside,1Fam,1Story,6,1930,2005,BrkTil,No,813,GasA,Y,0,1,0,2,1,5,0,Detchd,1,N,0,NA,2006,110000
452,70761,AllPub,Inside,1Fam,1Story,7,1975,1975,CBlock,Gd,1533,GasA,Y,0,2,0,2,1,5,2,Attchd,2,Y,0,NA,2006,280000
453,9303,AllPub,Corner,1Fam,2Story,6,1996,1997,PConc,No,872,GasA,Y,0,2,1,3,1,7,0,Attchd,2,Y,0,NA,2007,204000
454,9000,AllPub,Inside,1Fam,2Story,8,2008,2008,PConc,No,768,GasA,Y,0,2,1,3,1,6,0,Attchd,2,Y,0,NA,2009,210000
455,9297,AllPub,Inside,Duplex,1Story,5,1976,1976,CBlock,No,1728,GasA,Y,0,2,0,4,2,8,0,Detchd,2,Y,0,NA,2006,188000
456,9600,AllPub,Inside,1Fam,1Story,7,1973,1973,CBlock,No,1242,GasA,Y,0,1,1,3,1,6,1,Attchd,2,Y,0,NA,2007,175500
457,4571,AllPub,Inside,1Fam,2Story,5,1916,1950,BrkTil,No,624,GasA,N,0,1,0,4,1,7,0,Detchd,3,Y,0,NA,2008,98000
458,53227,AllPub,CulDSac,1Fam,1Story,4,1954,1994,CBlock,Gd,1364,GasA,Y,0,1,0,2,1,6,2,Attchd,2,Y,0,NA,2008,256000
459,5100,AllPub,Inside,1Fam,2Story,8,1925,1996,PConc,No,588,GasA,Y,0,1,0,3,1,7,1,Detchd,1,Y,0,MnPrv,2008,161000
460,7015,AllPub,Corner,1Fam,1.5Fin,5,1950,1950,CBlock,No,709,GasA,Y,0,1,0,3,1,5,1,Detchd,1,Y,0,NA,2009,110000
461,8004,AllPub,Inside,1Fam,2Story,8,2009,2009,PConc,No,832,GasA,Y,0,2,1,3,1,8,0,BuiltIn,2,Y,0,NA,2009,263435
462,7200,AllPub,Inside,1Fam,2Story,7,1936,2007,PConc,No,560,GasA,Y,0,1,0,3,1,6,0,Detchd,2,Y,0,MnPrv,2009,155000
463,8281,AllPub,Inside,1Fam,1Story,5,1965,1965,CBlock,No,864,GasA,Y,0,1,0,3,1,5,1,Detchd,1,Y,0,GdWo,2009,62383
464,11988,AllPub,Inside,1Fam,2Story,6,1934,1995,CBlock,No,715,GasA,Y,0,1,1,3,1,6,1,Detchd,1,Y,0,NA,2008,188700
465,8430,AllPub,Inside,1Fam,1Story,5,1978,1978,CBlock,No,1040,GasA,Y,0,2,0,3,1,5,0,NA,0,Y,0,NA,2009,124000
466,3072,AllPub,Inside,TwnhsE,1Story,7,2004,2004,PConc,No,1375,GasA,Y,0,2,0,2,1,6,1,Attchd,2,Y,0,NA,2006,178740
467,10628,AllPub,Inside,1Fam,1Story,7,1970,1970,CBlock,Gd,1277,GasA,Y,0,1,0,2,1,5,1,Attchd,2,Y,0,GdWo,2007,167000
468,9480,AllPub,Inside,1Fam,2Story,5,1942,1995,CBlock,No,728,GasA,Y,0,1,1,3,1,7,2,Attchd,1,Y,0,NA,2007,146500
469,11428,AllPub,Inside,1Fam,1Story,8,2006,2006,PConc,No,1626,GasA,Y,0,2,0,3,1,7,1,Attchd,3,Y,0,NA,2007,250000
470,9291,AllPub,Corner,1Fam,2Story,6,1993,1993,PConc,No,832,GasA,Y,0,2,1,3,1,7,0,Attchd,2,Y,0,NA,2008,187000
471,6820,AllPub,Corner,TwnhsE,1Story,8,1985,1985,PConc,Av,1488,GasA,Y,0,1,1,1,1,4,0,Attchd,2,Y,0,NA,2010,212000
472,11952,AllPub,Inside,1Fam,2Story,7,1977,1977,CBlock,No,808,GasA,Y,0,2,1,3,1,8,1,Attchd,2,Y,0,NA,2007,190000
473,3675,AllPub,Inside,TwnhsE,SLvl,6,2005,2005,PConc,Gd,547,GasA,Y,0,1,0,2,1,5,0,Basment,2,Y,0,NA,2008,148000
474,14977,AllPub,Inside,1Fam,1Story,8,2006,2007,PConc,Gd,1976,GasA,Y,0,2,0,2,1,7,1,Attchd,3,Y,0,NA,2007,440000
475,5330,AllPub,Inside,TwnhsE,1Story,8,2000,2000,PConc,Av,1494,GasA,Y,0,2,0,2,1,6,0,Attchd,2,Y,0,NA,2007,251000
476,8480,AllPub,Corner,1Fam,1Story,5,1963,1963,CBlock,No,970,GasA,Y,0,1,0,2,1,5,0,Detchd,2,Y,0,NA,2007,132500
477,13125,AllPub,Inside,1Fam,1Story,6,1997,1998,PConc,Gd,1478,GasA,Y,0,2,0,3,1,7,1,Attchd,2,Y,0,NA,2008,208900
478,13693,AllPub,Inside,1Fam,2Story,9,2006,2006,PConc,Av,2153,GasA,Y,0,2,1,3,1,9,1,BuiltIn,3,Y,0,NA,2007,380000
479,10637,AllPub,Inside,1Fam,1Story,8,2007,2008,PConc,Gd,1705,GasA,Y,0,2,0,3,1,7,1,Attchd,3,Y,0,NA,2009,297000
480,5925,AllPub,Inside,1Fam,1Story,4,1937,2000,BrkTil,No,907,GasA,Y,0,1,0,2,1,7,0,Detchd,2,Y,0,MnPrv,2007,89471
481,16033,AllPub,FR2,1Fam,1Story,9,2004,2005,PConc,Gd,1833,GasA,Y,0,2,0,3,1,8,1,Attchd,3,Y,0,NA,2006,326000
482,11846,AllPub,Inside,1Fam,1Story,9,2003,2004,PConc,Gd,1792,GasA,Y,0,2,0,2,1,6,1,Attchd,3,Y,0,NA,2006,374000
483,2500,AllPub,Corner,1Fam,2Story,7,1915,2005,PConc,No,910,GasA,Y,0,1,1,4,1,7,1,Attchd,1,Y,0,NA,2009,155000
484,4500,AllPub,FR2,Twnhs,1Story,6,1998,1998,PConc,No,1216,GasA,Y,0,2,0,2,1,5,0,Attchd,2,Y,0,NA,2006,164000
485,7758,AllPub,Corner,1Fam,1Story,5,1962,2001,CBlock,No,999,GasA,Y,0,1,0,3,1,6,0,Detchd,1,Y,0,NA,2007,132500
486,9600,AllPub,Inside,1Fam,1Story,5,1950,2007,CBlock,No,1113,GasA,Y,0,1,0,3,1,5,1,Attchd,1,Y,0,NA,2009,147000
487,10289,AllPub,Inside,1Fam,1Story,5,1965,1965,CBlock,No,1073,GasA,Y,0,1,1,3,1,6,0,Attchd,2,Y,0,NA,2007,156000
488,12243,AllPub,Inside,1Fam,1Story,5,1971,1971,CBlock,Av,1484,GasA,Y,0,2,0,3,1,7,1,Attchd,2,Y,0,NA,2007,175000
489,10800,AllPub,Corner,2fmCon,1.5Fin,5,1900,1970,CBlock,No,954,GasA,N,0,2,0,3,2,10,1,Attchd,2,N,0,NA,2006,160000
490,1526,AllPub,Inside,Twnhs,SFoyer,4,1970,2002,CBlock,Av,630,GasA,Y,0,1,0,1,1,3,0,Attchd,1,Y,0,NA,2009,86000
491,2665,AllPub,Inside,TwnhsE,2Story,5,1976,1976,PConc,Mn,264,GasA,Y,0,1,1,3,1,4,1,BuiltIn,1,Y,0,NA,2008,115000
